SMS
"Received Box","Claro","Cliente Claro, consulte sempre que quiser o valor, vencimento e a 2a. via detalhada da sua fatura no Minha Claro residencial. Baixe o app: bit.ly/APPBL1","2020-10-21 14:58:53","Read"
"Received Box","Claro","Cliente Claro, consulte sempre que quiser o valor, vencimento e a 2a. via detalhada da sua fatura no Minha Claro residencial. Baixe o app: bit.ly/APPBL1","2020-09-25 10:08:22","Read"
"Received Box","2022","Sua internet atingiu 80% e a Claro te dara 2GB de bonus p/vc ficar informado sobre o Covid-19 e conectado c/ a familia. Eh so responder QUERO p/ ganhar o bonus.","2020-06-01 17:18:11","Read"
"Received Box","+5531984308554","Seu carro/moto sem seguro? Proteja 24h contra roubo/batida! Pagamos 100% FIPE a partir $29,90/mes. Maiores info responda SIM.","2020-05-20 06:39:29","Read"
"Received Box","2022","Sua internet atingiu 80% e a Claro te dara 2GB de bonus p/vc ficar informado sobre o Covid-19 e conectado c/ a familia. Eh so responder QUERO p/ ganhar o bonus.","2020-05-05 16:38:20","Read"
